dataset,best_node.mean,best_node.sd,elite_nn.mean,elite_nn.sd,linear_discr.mean,linear_discr.sd,naive_bayes.mean,naive_bayes.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,worst_node.mean,worst_node.sd,attr_to_inst,cat_to_num,freq_class.mean,freq_class.sd,inst_to_attr,nr_attr,nr_bin,nr_cat,nr_class,nr_inst,nr_num,num_to_cat,can_cor.mean,can_cor.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_cor_attr,nr_disc,nr_norm,nr_outliers,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,class_conc.mean,class_conc.sd,class_ent,eq_num_attr,joint_ent.mean,joint_ent.sd,mut_inf.mean,mut_inf.sd,ns_ratio,ch,int,nre,pb,sc,sil,vdb,vdu,c1,c2,cls_coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,t1,t2,t3,t4,one_itemset.mean,one_itemset.sd,two_itemset.mean,two_itemset.sd,cohesiveness.mean,cohesiveness.sd,conceptvar.mean,conceptvar.sd,impconceptvar.mean,impconceptvar.sd,wg_dist.mean,wg_dist.sd,time_seconds
mc2,0.6786764705882353,0.1107588249352532,0.5772058823529411,0.08405111862491298,0.6639705882352941,0.12691014585566934,0.7327205882352941,0.05998771380359295,0.6213235294117647,0.10272210583184253,0.6772058823529411,0.02231603850998046,0.6974264705882354,0.12362335460707267,0.2422360248447205,0.0,0.5,0.25034215234554785,4.128205128205129,39.0,0.0,0.0,2.0,161.0,39.0,,0.6362902259118304,,0.5186486948255763,0.31028880599513986,2104555.301880713,44014466.562712625,544037679.5197045,3397446170.1377134,6.417389910903452,15.93383129442114,89452.20463033432,3.0789011998996765,6.822592776071296,871.9304886015658,4902.295460490162,8.709294345861313,5.722267655318292,0.6802917367423484,266.4026973023682,1432.8466833551472,27278.927282752134,158733.80717504316,1526.5506493387143,8751.461358104321,193.07282446152888,1011.585226841654,0.38769230762353313,0.6716415928157348,0.524966261808367,1.0,0.0,35.0,0.4048652515909281,27278.53959044451,158733.87465921658,0.6802917367423484,4006.8261913711253,23278.25838590821,1.57570051712215,2.4472114623088723,1.3216889207147944,0.024017410953004095,0.02855877365486749,340.1322119037226,1861.8744518483861,544037679.5197045,3386298280.772289,0.5951347484090719,28.0,6.5,2.252570548079255,0.03571428571428571,0.04358083794996938,748.6349206349206,802.4959530127664,0.5,0.12191496227354263,27.0,0.6923076923076923,0.16770186335403728,2.7,1.2516655570345725,1.4736842105263157,0.8411910241920598,5.636363636363637,2.4597774392219005,0.09093105390527377,0.10933000334513875,0.12018694196428571,0.13737902950653702,0.025641025641025637,0.0372113295279202,0.16265167297087796,0.17815407803923275,2.1036810931595205,0.3657785946039874,0.027020714255848073,0.014798918277512584,0.9075941654188296,13.681252267394635,2.9449367284730457,0.35902761285626644,0.06633853010530488,0.02473159771367692,30.711300956173822,14.387678523621371,121178.85493341796,0.6290963368527184,-0.14484155388898773,0.0,0.29988162236358723,1.937640453579257,0.0,0.9075941654188296,0.22276311278711014,0.37823371989295274,0.8734472049689441,0.9290152367376902,0.04147884046737488,0.2606376502146679,,8.39583582682044e-07,,0.8385093167701864,,0.012422360248447204,,0.7138442395854626,0.3100300605733049,0.11402965635185058,,0.17391304347826086,,0.22360248447204967,,0.9761969059835655,0.4906832298136646,0.4040465189715656,0.18235393577489464,0.2795031055900621,0.45015525272154167,0.3105590062111801,0.4641662531453641,0.6273291925465838,0.2422360248447205,0.006211180124223602,0.02564102564102564,0.2154696132596685,0.09598084886340408,0.33826479438314944,0.11273041960672288,44.5819099378882,10.113515528198084,0.42575052351365267,0.17940496405817635,18.524068322981368,9.008040671198964,1.3850423880224403,0.41352109656453184,5.015347242355347
kc2,0.8329825834542817,0.10044443920330756,0.7178519593613932,0.16393712893076046,0.8329462989840348,0.08442623394027773,0.8291364296081276,0.08118238825626925,0.7487663280116111,0.07181600202578621,0.7757982583454281,0.13488222231672486,0.7738751814223512,0.10382499631487739,0.040229885057471264,0.0,0.5,0.4172200931139016,24.857142857142858,21.0,0.0,0.0,2.0,522.0,21.0,,0.598582123926878,,0.7753209601361813,0.21398333375455467,5460267.395756929,60240856.90812613,613850917.7863053,2812810015.1796403,3.627223688304926,7.31738588272745,67085.96948799171,1.6388310056082278,2.82122639733361,425.1571405673666,1651.4660744754392,128.3493437055659,88.47840366849762,0.5583619623757291,59.56416079502405,197.18822468215293,111741.9135340736,467657.43385583867,977.8937078809497,4032.8961053911976,42.053571368612,133.1142307938106,0.38095238095238093,0.49761335152811925,0.8952380952380953,1.0,0.0,21.0,0.3583005590848124,111741.53258169265,467657.5285144104,0.5583619623757291,5875.729770153664,24663.59773689065,1.543375477893419,8.901704468080741,4.332083405595772,0.020272758150939457,0.02738632289029678,128.41725525119048,479.4470542283858,613850917.7863057,2799183594.371183,0.6416994409151876,69.0,8.159420289855072,3.027439164423977,0.014084507042253521,0.02470786686764886,13563.275124875126,30822.46608854879,0.5,0.17421471420538126,70.0,3.238095238095238,0.13409961685823754,4.666666666666667,3.154739442867026,3.3333333333333335,2.3094010767585034,7.177304964539007,3.149339359165579,0.0670954190966439,0.08565264772100314,0.06807483082086267,0.08292003875897083,0.047619047619047616,0.08180045167863,0.3959730484746909,0.188634577681485,2.474947603100613,0.6779439188401618,0.05704076634495302,0.02560585310213719,0.7317786193052257,4.143978470526875,3.0301378003110235,0.6450536563049707,0.176588422094815,0.03985638045153878,13.015344685348328,31.43390296382861,71498.22075191097,0.5072302867654668,-0.16886760661919809,0.0,0.5761040850177949,1.4573725287661463,0.0,0.7317786193052257,0.516480285723619,0.383795175483837,0.8630911671483517,0.8573718747606863,0.05531401649516486,0.22691369878393347,,1.1571384491327588e-14,,0.9578544061302682,,0.8409961685823755,,0.6452812084105456,0.3057636277474263,0.10503001685184676,,0.14750957854406133,,0.16475095785440608,,0.9913022415995068,0.30842911877394635,,,0.31226053639846746,0.4638599889838894,0.1896551724137931,0.3924042187399404,0.367816091954023,0.040229885057471264,0.0019157088122605363,0.047619047619047616,0.15,0.11511460699004229,0.25574897915323447,0.13719498214086398,255.681872605364,18.68966244738324,0.315018892538613,0.24394286647587723,81.42744252873563,61.298759705881615,0.3289902557179433,0.2076487441537777,6.472455024719238
datatrieve,0.9230769230769231,0.05128205128205128,0.8846153846153847,0.08308641921035721,0.8769230769230768,0.039722906114947894,0.8076923076923077,0.0830864192103572,0.8384615384615385,0.04366509324596512,0.9076923076923078,0.03243361702736802,0.9153846153846155,0.024325212770526013,0.06153846153846154,0.0,0.5,0.5874425566780549,16.25,8.0,1.0,0.0,2.0,130.0,8.0,,0.4217262628334663,,0.5191124768824316,0.3535853390962477,86969.12699335547,201668.35701607759,249894.3281305904,699853.3944334605,212.2354003564315,255.44735891547435,773.1228675602326,87.64162436506824,106.3297688667742,380.0625,454.64518642092133,3.2156784157535214,2.8145065323759932,0.216327554052677,260.47428749999995,310.7109451493482,2120.375,2581.521696181758,357.7903846153846,420.1199981285788,272.4375,323.5724071650292,6.0,6.718843437888484,0.5357142857142857,1.0,0.0,7.0,0.1778530407634819,2114.375,2574.836024598737,0.216327554052677,336.91079495271276,394.80258267344766,,1.494132212226325,0.6024303633846452,0.06565744925516069,0.17400449237143956,285.150641025641,336.9707033893405,249894.32813059038,339918.7661647069,0.822146959236518,14.0,5.0,2.385855756810896,0.07142857142857142,0.1342362733117674,124.01904761904763,142.13153032427562,0.5,0.10101525445522107,12.0,1.5,0.09230769230769231,1.5,0.7559289460184544,1.7142857142857142,0.7559289460184545,3.84,2.1924111536540463,0.11285768786857539,0.13443720252321334,0.23978365384615385,0.1556428508323603,0.125,0.083695737125161,0.2576021186977042,0.24327614753267957,2.1554068975034926,0.4685845250684223,0.019678503906201114,0.022397939540504976,0.41823656965418116,9.993224866105033,2.531791454893569,0.47611426193361694,0.04185201226410443,0.014617010101466932,50.500675377373405,3.0586005504410223,1797.6325485904983,0.28989949906285883,-0.10787416732164665,1.0,0.20911169670304464,3.2936769413955056,6.907929406793021e-07,0.41823656965418116,0.8166923400084022,0.30276507465398717,0.830530709600477,0.9525822676551211,0.026730963989616618,0.2675358964189197,,0.12523868312471498,,0.7923076923076923,,0.07692307692307693,,0.6631652534537624,0.3279018627071903,0.07798380809061178,,0.08461538461538465,,0.08461538461538465,,0.7524852071005917,0.18461538461538463,0.23780554717521762,0.19437003324581123,0.12307692307692308,0.32979638104700215,0.11538461538461539,0.320721458628893,0.2,0.06153846153846154,0.007692307692307693,0.125,0.21621621621621623,0.06969888706381802,0.3411764705882353,0.10604893785054095,45.79423076923077,3.5271256970466545,0.14219774642258087,0.2347166794813582,6.563461538461539,9.957580160538402,0.7117567198342429,0.17499223097913594,2.0554027557373047
oil_spill,0.9477121940059483,0.013684770144854422,0.9359871882864332,0.02602904845998516,0.9541180507892932,0.017397478074591376,0.9094028826355526,0.07703603294054678,0.9231754747197437,0.03255927422044746,0.9562457103637613,0.0033229020246414672,0.9562457103637613,0.0033229020246414672,0.052294557097118465,0.0,0.5,0.6452255047113107,19.122448979591837,49.0,1.0,0.0,2.0,937.0,49.0,,0.6524793956344725,,,,54970993.573534325,999262437.8337119,299548282875.5562,2096828143233.8887,,,923326.5060950948,,,4460.101012917084,29327.321659295845,,,0.7413392455658361,2621.9254495586747,17138.986287797135,1463559.276560443,10186705.383194871,16103.506455809873,109906.56765019303,4061.2726569326633,26590.19714748222,1506.137142849934,10038.919785855707,0.1607142857142857,1.0,1.0,38.0,0.42572936172752657,1462053.1394175934,10176670.772687115,0.7413392455658361,78741.02242832012,547228.9774183207,,,,0.060873348201620735,0.1658138201153723,4490.108105892474,29485.064419736493,299548282875.556,2096816450729.2097,0.5742706382724735,35.0,6.485714285714286,2.441930631710089,0.02857142857142857,0.11635723936807833,1134.5777777777778,1302.3872781251443,0.5,0.020203050891044183,34.0,0.6938775510204082,0.03628601921024546,3.4,1.955050439815357,1.7894736842105263,0.917662935482247,5.594202898550725,2.675151675632343,0.112028957217592,0.17434577228357506,0.1256138392857143,0.10401168278258567,0.020408163265306128,0.05001237160507382,0.11561483097555007,0.20443607658821555,2.848414143188567,0.7736934726103989,0.0132169120581329,0.07106729419583359,0.2592588744223089,18.768944910558446,3.0938598344160937,0.7698588658553585,0.013813183194781671,0.013000249064621982,205.20982890204752,2.28030852831352,1897436.0569106694,0.1797045578409683,-0.0408687254861424,0.0,0.4886385980508284,3.117167709488666,1.4912576412290326e-10,0.2592588744223089,0.9086733698198999,0.3040168911713089,0.8253131014603801,,,0.05953063806873154,,,,0.7449306296691569,,0.0,,0.7665547455364893,0.3094351471644985,0.019243129942675075,,0.019210245464247544,,0.07043756670224122,,0.9279746779214301,0.06616862326574173,0.3075137959556928,0.09283952555046994,0.0384204909284952,0.19231179701719017,0.11205976520811099,0.31560842857089155,0.13660618996798293,0.052294557097118465,0.0010672358591248667,0.02040816326530612,0.1240506329113924,0.08427574503827114,0.21761006289308177,0.09435533950462185,230.12439967982925,47.85008438056131,0.08307141889908849,0.18689621382776922,17.850386872998932,40.54228955903589,1.6198620992101296,0.3566034875777207,19.694448947906494
kc3,0.89512077294686,0.02310713302578914,0.8710628019323672,0.03814722708824328,0.8995169082125605,0.02368956555188247,0.8625603864734298,0.05701267720776345,0.8449758454106279,0.04154929519586184,0.9061352657004831,0.01026322157560454,0.9061352657004831,0.01026322157560454,0.0851528384279476,0.0,0.5,0.5743312720554491,11.743589743589743,39.0,0.0,0.0,2.0,458.0,39.0,,0.5374494566880219,,0.5770694822832123,0.3106523045547105,247505.61703301754,4372905.281705632,50723631.26528561,316749571.7348384,2.5601786296994478,6.629878872838278,41173.186124187094,1.2521476986955435,2.726008672210598,203.51614978064137,1070.2834350553428,18.618858418538572,25.020900867687377,0.4061768934012296,50.86743522099784,244.51628303076328,16179.20220860304,93280.62027268163,395.49464318641014,2196.0142311821546,36.36269194393968,166.90222261469262,0.2943589747047577,0.5062233482302362,0.5614035087719298,1.0,0.0,36.0,0.28885191849424996,16178.907849628335,93280.67171524497,0.4061768934012296,1244.9923507159085,7104.059971826774,1.8567588220907296,3.080854892305186,2.2141058743807083,0.03398127489335103,0.04559321692311163,71.6655835558609,360.32108208724367,50723631.265285596,315567962.26071703,0.71114808150575,36.0,6.777777777777778,2.7371634025142697,0.027777777777777776,0.06375206391442954,2431.6323676323673,5475.08433623038,0.5,0.11785113019775793,35.0,0.8974358974358975,0.07641921397379912,2.6923076923076925,1.702185623672077,1.2962962962962963,0.6085806194501846,5.887323943661972,2.9401131940048444,0.07269829482606843,0.11370226190671355,0.11750623914930555,0.11159515967448633,0.025641025641025637,0.03227250395121356,0.23060139929865198,0.19684125989130472,2.069567085688224,0.7465614972163914,0.030052267750881045,0.019826745384035328,0.44931097622048255,6.591587504127119,2.450713757643738,0.7262587195459216,0.06816430426496808,0.026361122136799198,29.361449559338396,35.94204857062808,52654.35788548179,0.3114386363618641,-0.22632596367312374,0.0,0.6075973016597023,1.740742311429409,0.0,0.44931097622048255,0.7949722531796821,0.42909829052990256,0.8269328160683401,0.9208493096453702,0.03813574236134434,0.17560603297823016,,1.31238963238198e-05,,0.7139737991266376,,0.32096069868995636,,0.6984693072444688,0.24677833500349441,0.06838147354958057,,0.07423580786026196,,0.09170305676855894,,0.9469880437062603,0.18777292576419213,0.2232560062191155,0.22738415320356745,0.1222707423580786,0.3279564683578309,0.12882096069868995,0.3353679951391105,0.24672489082969432,0.0851528384279476,0.002183406113537118,0.02564102564102564,0.18932038834951456,0.15617737458212175,0.30775945683802136,0.16922430815247824,140.03029475982532,28.776633932283026,0.16115981699423343,0.23891766447127902,20.35828329694323,30.42484701810567,1.2127557614492965,0.37972999648275535,8.338867664337158
KungChi3,0.862820512820513,0.09936242067361993,0.3801282051282051,0.3580453230482277,0.8865384615384615,0.11053639994085866,0.8134615384615385,0.08490464672632536,0.782051282051282,0.15698949304890505,0.8544871794871796,0.06207991263390678,0.8621794871794872,0.054664952160111226,0.3170731707317073,0.0,0.5,0.5231440413656571,3.1538461538461537,39.0,0.0,0.0,2.0,123.0,39.0,,0.7606694340566844,,0.5058053133390787,0.3449605155383261,188923.5652484241,3263552.952697468,37440164.5124442,233796609.9586669,222.3279235418995,1167.504422289053,37029.85816696928,101.13014118341971,493.4509607852884,484.6298657457989,2649.1531484079637,5.6939772492358,4.119505882169999,1.3731435403131245,196.31335418062045,1065.1121675484549,7048.169524500768,40351.84465794695,589.0298512107635,3257.925132217157,188.71641486099898,987.3925070508272,11.037692164285826,39.02896858871852,0.5195681511470985,1.0,0.0,36.0,0.5786179879081166,7037.131832336481,40314.229497181215,1.3731435403131245,1072.552405169574,6102.851012293905,,2.012511285268083,1.0693064529888048,0.04484209654263528,0.06317520854137838,262.38081277423055,1397.8391701248597,37440164.51244418,232904793.99503028,0.4213820120918834,12.0,4.583333333333333,2.151461800448216,0.0769230769230769,0.1468530423021425,69.99999999999999,38.248311509572986,0.5,0.10101525445522107,11.0,0.28205128205128205,0.10569105691056911,2.1666666666666665,0.983192080250175,1.2222222222222223,0.4409585518440984,3.8260869565217392,2.28934635198949,0.15888394457504434,0.12956672693349294,0.24934895833333334,0.167243191570411,0.02564102564102564,0.06104938988011207,0.210239507506758,0.22040155505689932,1.7572880267545419,0.40503632246261184,0.03286932771026834,0.04722612323758654,0.5576611106650715,9.824100456005594,2.258184539667137,0.3970262103550321,0.05676459775247579,0.03391906239373772,29.957464622884565,14.519151386179068,50275.73461086904,0.38654122656542195,-0.25804952242667767,0.0,0.47649478120188465,1.835251721660112,1.7851240702456334e-07,0.5576611106650715,0.7074754378470739,0.4478632478632478,0.8263361322137812,0.9158478232722862,0.06612714512640952,0.08058836777769285,,1.2780281430203248e-06,,0.5934959349593496,,0.0,,0.6658239938655338,0.27549519970984765,0.0561595898722449,,0.04878048780487809,,0.07317073170731703,,0.8871703351179854,0.22764227642276422,0.3367961580557921,0.1648269074616035,0.13821138211382114,0.34653325845241445,0.13821138211382114,0.3465332584524145,0.3821138211382114,0.3170731707317073,0.008130081300813009,0.02564102564102564,0.2727272727272727,0.1230975069838164,0.39698643897538927,0.14240407339907488,33.926321138211385,8.423864903074255,0.21234219286500833,0.25647547030152573,6.499491869918699,8.127547267533972,1.4063059078907918,0.4346708913866598,5.07350492477417
mw1,0.9057317073170733,0.015596729829047558,0.8881097560975609,0.040009428213336126,0.9104878048780488,0.0412884880143894,0.836219512195122,0.04998115845670447,0.8660365853658536,0.02370314362654082,0.9231097560975611,0.007302661960090394,0.9231097560975611,0.007302661960090394,0.09181141439205956,0.0,0.5,0.5983211225424633,10.891891891891891,37.0,1.0,0.0,2.0,403.0,37.0,,0.5105698644127744,,0.44905812414106094,0.30292559592344476,54100.31188014797,842383.9759165926,9345200.188258553,56836034.96166419,66.90447068737139,306.64914997769216,10196.761274513188,19.3560820021275,65.74181197643098,189.0021597334259,949.2426412773676,11.420591592203532,13.233004642847147,0.352597178248973,81.88519960128913,393.520776688298,5807.04912734515,31942.571952290487,251.88784241828733,1310.655329366399,67.43621573053501,305.6027558047523,1.865675660001265,3.5035327234137887,0.45645645645645644,1.0,0.0,36.0,0.2606815864464788,5805.183451685149,31939.89563785957,0.352597178248973,556.7656261748376,3047.325112808143,,2.500575452740979,1.540367293579814,0.03978140783191204,0.08314524405510572,92.21046256006986,434.57199379329626,9345200.188258557,56603978.67233798,0.7393184135535211,32.0,6.78125,2.672854883042933,0.03125,0.08245958525748019,1352.4271284271285,1664.897942210924,0.5,0.13258252147247765,31.0,0.8378378378378378,0.07692307692307693,2.8181818181818183,1.1677484162422844,1.7222222222222223,1.2274102605536659,5.904761904761905,2.860827117676813,0.08832465807665732,0.12372539830048794,0.122528076171875,0.12653314682276176,0.027027027027027032,0.0475801568981006,0.10901296043698323,0.13711102152114796,2.384393813908907,0.6866823472760274,0.012831644033245345,0.007210671432977805,0.3912435636292556,9.026547332495428,2.732293721407231,0.6707389369336088,0.04334365613093114,0.025934780123465152,54.01136790828641,8.770996150776899,17984.38611798664,0.2711893730418441,-0.1032085618053725,0.0,0.3990126433298758,2.350426723753815,0.0,0.3912435636292556,0.8344827586206897,0.41461374302023224,0.8202041899682728,0.939584722148544,0.04593830329103568,0.1691162992319743,,2.6130813573039684e-06,,0.6377171215880894,,0.1588089330024814,,0.5985820447154537,0.22388739583567802,0.056508837048026894,,0.0694789081885856,,0.0669975186104218,,0.9479893355663787,0.18362282878411912,,,0.13399503722084366,0.34107041040074326,0.1687344913151365,0.3749827677319946,0.2506203473945409,0.09181141439205956,0.0024813895781637717,0.02702702702702703,0.167420814479638,0.11085239599058866,0.2792815583101442,0.11876990355061198,131.99410669975185,27.84558575843759,0.1336051952397895,0.22801988697068437,15.328629032258064,26.295792495797983,1.17872615941241,0.35603442281998765,7.915863752365112
MegaWatt1,0.8733846153846153,0.04134522956629395,0.8300000000000001,0.037532366045670396,0.8615384615384615,0.04735197010662075,0.8021538461538462,0.07586693773934788,0.7944615384615384,0.08508247149648411,0.8855384615384615,0.028443745882283364,0.8933846153846154,0.018476489672322516,0.14624505928853754,0.0,0.5,0.556182804174399,6.837837837837838,37.0,1.0,0.0,2.0,253.0,37.0,,0.5213189737499633,,0.4339487048290625,0.31966552699542855,56705.670496205064,890666.7065150382,10047191.500061376,61104481.01915114,133.0930589375576,644.9025741749058,9661.801952850818,54.902430187906425,232.4966991441802,334.8289091433021,1759.509868887323,7.789177703764755,13.44284650003163,0.37319908309890976,139.7883473488552,702.1266584355852,5201.06287933443,28967.553908005448,344.99951834344006,1806.796176177897,124.78054236016564,595.5196175898585,5.690810764409803,15.69165897876001,0.45945945945945943,1.0,0.0,36.0,0.2717734723917149,5195.372068570021,28952.967432430734,0.37319908309890976,576.1685698367904,3159.9190712657464,,2.101922932138691,1.5697391520436932,0.04239455313711973,0.08677022395221076,169.0790813737759,834.2773039165335,10047191.500061372,60863216.08056024,0.7282265276082851,24.0,5.416666666666667,1.6918388932104944,0.041666666666666664,0.09973435952706114,280.83809523809526,246.05073407437519,0.5,0.058925565098878946,23.0,0.6216216216216216,0.09090909090909091,2.875,1.246423454758225,1.5333333333333334,1.3020130933435716,4.553191489361702,1.997917509703083,0.13286133051141974,0.13008928075152232,0.16341145833333334,0.12012656498758123,0.027027027027027032,0.06212060430884983,0.22568089656187104,0.24372138645138364,2.2589445496054554,0.6128650621485662,0.015491210638352385,0.009243310103743255,0.4899405783929423,10.475007662071407,2.7021127919583057,0.5972698954104316,0.046772336040092,0.02742838760122299,47.29659454403023,6.181016573646981,19510.520196260062,0.3396009305549768,-0.09755380677142057,0.0,0.2906516283394268,2.7282728869392066,2.6705960653662255e-08,0.4899405783929423,0.7644242833703311,0.464835053265938,0.8244871070958028,0.9404502656448167,0.046137604598528656,0.2058834679628871,,1.792670949591666e-06,,0.7628458498023716,,0.0,,0.5654119589712732,0.25297006559916896,0.07214719229129607,,0.09090909090909094,,0.12648221343873522,,0.9502101267009326,0.24110671936758893,0.39342551355160915,0.14492939121079548,0.1857707509881423,0.38969246474317204,0.15810276679841898,0.3655605031462896,0.36363636363636365,0.14624505928853754,0.003952569169960474,0.02702702702702703,0.18686868686868688,0.11049757473711327,0.3043158668486821,0.11636713373807932,78.35029644268775,18.444357823986532,0.18107546061832894,0.24645618124158336,12.673418972332016,17.654241026537253,1.2700377036374446,0.3896265982522312,6.3680760860443115
KnuggetChase3,0.8347368421052632,0.07339961748767934,0.7186842105263158,0.19947781168097792,0.7734210526315789,0.06025811414322964,0.7886842105263157,0.0699563465871678,0.6902631578947368,0.10039970901209704,0.8094736842105263,0.0338191740632182,0.8042105263157895,0.04764700406110301,0.20103092783505155,0.0,0.5,0.44467539847813814,4.9743589743589745,39.0,0.0,0.0,2.0,194.0,39.0,,0.602480452615825,,0.5235744438473288,0.34201681325975664,502356.82673309144,9080493.373061957,106327740.79683997,663986985.158089,293.6563531200535,1560.60913271035,35400.72415390308,119.88095483398486,590.360141998667,771.5287036048487,4290.331066186299,8.846271473489582,11.180904125765101,0.5698160683892278,289.98820353711136,1588.7941389141722,16178.524003474377,93280.74060100924,886.3264002316462,4953.75853976176,256.03141483568993,1359.4894355788413,11.037692164285826,39.02896858871852,0.5492577597840755,1.0,0.0,36.0,0.3629826957841693,16167.486311310091,93243.16622182638,0.5698160683892278,1796.8827308818984,10286.500065471144,1.9265598353061055,2.230271230317715,1.43031594530616,0.03307137294155124,0.04554297731355802,362.8697131613358,1955.9785814112875,106327740.79684001,661556841.8860233,0.6370173042158307,33.0,8.424242424242424,4.031363781574908,0.030303030303030304,0.058114950281240946,10780.226884226884,19579.2363768012,0.5,0.02142747821777415,32.0,0.8205128205128205,0.16494845360824742,2.1333333333333333,0.7432233529572065,1.5714285714285714,0.9783367810436533,7.569230769230769,4.107802144887027,0.05251416045182895,0.122533054711012,0.10664691347064394,0.14420994135630263,0.025641025641025647,0.03920840606116241,0.1728658797419139,0.13918419446564473,2.0681422841799666,0.4357104953167062,0.01906501144571664,0.023622962358294967,0.6921053253628725,16.684380178382316,2.718765377780965,0.43298675553997723,0.041482231761874044,0.01932905359228097,48.85609974053465,9.239018527424163,62377.06467174033,0.4797308549257987,-0.1475521920282752,0.0,0.3357469625660978,2.583352385724457,2.775298051418143e-09,0.6921053253628725,0.5667936024371669,0.4496344435418359,0.8437049302921853,0.9594043374874125,0.025824129485566855,0.21750634980906908,,7.590296656493744e-05,,0.8969072164948454,,0.010309278350515464,,0.6660715997127479,0.2766375883914178,0.10026893763020939,,0.12371134020618557,,0.14948453608247425,,0.9568232543309597,0.3556701030927835,0.38536333835089054,0.16838736822442632,0.23195876288659795,0.4231748721083919,0.24742268041237114,0.432630892111692,0.4793814432989691,0.20103092783505155,0.005154639175257732,0.02564102564102564,0.21910112359550563,0.10518331096753615,0.3424755235686961,0.11994323370182987,55.66623711340206,12.199098267102999,0.2964740544814066,0.25102179850148715,15.808795103092784,14.033850308703835,1.3442009213725592,0.38379681054910497,6.075295925140381
CastMetal1,0.8625,0.014837873278204622,0.7710227272727272,0.050518464127830676,0.8473484848484848,0.04913668717597815,0.8137310606060606,0.06261634984373722,0.8011363636363636,0.056326789234708526,0.8715909090909092,0.01230007967470459,0.8715909090909092,0.01230007967470459,0.11314984709480122,0.0,0.5,0.5254646722578932,8.837837837837839,37.0,0.0,0.0,2.0,327.0,37.0,,0.49746573144114525,,0.5297075104552941,0.3414972167529707,2795222.7516377065,56366253.027137846,697131459.5479475,4240333910.188286,318.86393930553726,1654.9773434850645,42662.64803027592,89.59778375997925,406.81003567565904,866.393785990976,4706.330192392655,22.110764455757398,22.10630723997016,0.32885448061486316,345.35843120279725,1833.1138803831275,60873.545324911945,346717.28518752137,1462.387455791054,8082.012124504642,299.5329797310201,1552.0074980270113,7.032432354533592,20.906362492793857,0.5645645645645646,1.0,0.0,34.0,0.24747215395827366,60866.51289255741,346697.4697900453,0.32885448061486316,4655.6691400715945,26348.033641066027,2.0045051233001687,3.541637729313734,1.9330829518524901,0.018793773506390325,0.0185137023446261,397.4580824882581,2083.4858622465476,697131459.5479473,4226436367.8759594,0.7525278460417264,41.0,7.146341463414634,2.2974004397335275,0.024390243902439022,0.06596043103827283,1523.5238095238094,1378.7870493107116,0.5,0.051739520574625435,40.0,1.0810810810810811,0.12232415902140673,4.0,1.8257418583505538,1.8181818181818181,0.9069238239845848,6.246913580246914,2.5422965218357736,0.09453968479864819,0.09843150360398359,0.09541730182926829,0.11581270475877735,0.027027027027027032,0.0291762055852906,0.17167069658506262,0.1996495253148776,2.4309614048392394,0.3688102890065848,0.010172463110790264,0.004021099967612731,0.5531453183526465,15.67086242977135,2.948809028452266,0.35929615260235487,0.03529769473961985,0.017237300806149856,67.87025973712132,2.5956500198832924,101048.48206125041,0.3834111178560703,-0.057610334796960844,0.0,0.3037798155367452,3.5124782697590495,1.1461096077168508e-09,0.5531453183526465,0.7115280338358095,0.458076305244866,0.8391024558638674,0.9720465774945061,0.019444962314106955,0.27312260802764954,,2.260452765361411e-06,,0.7584097859327217,,0.12232415902140673,,0.5571805983772166,0.2584018219955392,0.09755632378294699,,0.11620795107033643,,0.1223241590214067,,0.9685959842512322,0.2874617737003058,0.38653620388451077,0.14615728856683322,0.19877675840978593,0.3996912562429496,0.2018348623853211,0.40198471983049916,0.5107033639143731,0.11314984709480122,0.0030581039755351682,0.02702702702702703,0.17452830188679244,0.07274848997943724,0.2882635552505147,0.08897908674907071,118.41408639143731,22.236810675305595,0.22164273019206518,0.25085614973940973,25.368501529051986,29.656803827897978,1.044296169250843,0.34652636275416193,7.5005998611450195
