dataset,best_node.mean,best_node.sd,elite_nn.mean,elite_nn.sd,linear_discr.mean,linear_discr.sd,naive_bayes.mean,naive_bayes.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,worst_node.mean,worst_node.sd,attr_to_inst,cat_to_num,freq_class.mean,freq_class.sd,inst_to_attr,nr_attr,nr_bin,nr_cat,nr_class,nr_inst,nr_num,num_to_cat,can_cor.mean,can_cor.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_cor_attr,nr_disc,nr_norm,nr_outliers,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,class_conc.mean,class_conc.sd,class_ent,eq_num_attr,joint_ent.mean,joint_ent.sd,mut_inf.mean,mut_inf.sd,ns_ratio,ch,int,nre,pb,sc,sil,vdb,vdu,c1,c2,cls_coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,t1,t2,t3,t4,one_itemset.mean,one_itemset.sd,two_itemset.mean,two_itemset.sd,cohesiveness.mean,cohesiveness.sd,conceptvar.mean,conceptvar.sd,impconceptvar.mean,impconceptvar.sd,wg_dist.mean,wg_dist.sd,time_seconds
German-Credit-Data-Creditability-2,0.7,0.0,0.606,0.05853773711604051,0.739,0.09073159439920706,0.7070000000000001,0.09452219022242579,0.607,0.0529255241930688,0.6950000000000001,0.02758824226207807,0.7,0.0,0.02,0.0,0.5,0.282842712474619,50.0,20.0,3.0,0.0,2.0,1000.0,20.0,,0.4872183606825404,,0.08084265534902027,0.08773502153404521,141.02632801749118,1547.1071425294213,398411.11446211237,1781692.7587416351,124.74045107642618,538.6836037109804,952.704257012363,94.2050741439744,403.7346827181552,132.6875,582.3471161183129,1.6815927779730486,5.39925686548773,0.31127202249318375,82.76614500000001,363.5225211839078,931.9,4117.268830311257,168.28225,730.4100864995654,120.225,517.7121857140722,14.4,55.60424065615291,0.005263157894736842,1.0,0.0,11.0,0.237381730986182,917.5,4061.799814964064,0.31127202249318375,143.10020691903836,630.7334454442205,1.0355741520441644,0.7255502486931924,1.4830221669329127,0.24926198090340174,0.14559980437192635,129.21041666666667,556.9324261064297,398411.1144621122,1781679.2836886488,0.762618269013818,196.0,10.206185567010309,3.647522103985831,0.00510204081632653,0.010377480348225797,483605.51202632935,2175162.405062848,0.5,0.03230437071410625,194.0,9.7,0.193,9.095238095238095,7.713006948685849,9.6,7.989466749875639,9.244215938303341,3.89084289951604,0.04653653578171432,0.08529248122088152,0.03158509854188899,0.045024704710534276,0.05,0.04488295619204715,0.014208240207920891,0.0304327884415105,1.5714262204099652,0.8449880908944575,0.00872600830452099,0.013443636677211214,0.8812908992306927,58.19256347119589,2.437572729246739,0.8384343643146694,0.01514439039391886,0.0211564356003196,102.7629234017212,24.483002340540782,3058.0729121653003,0.6108643020548935,-0.08448093105860202,0.0,0.11562489480374566,4.661371468305608,1.1229499506500834e-09,0.8812908992306927,0.27586206896551724,0.5689345532632486,0.8701241241241241,0.9821332103277003,0.02919160304514522,0.4033425101838585,,0.6619207603807451,,0.986,,0.976,,0.68639833381316,0.24143976800641706,0.14023763846464798,,0.23099999999999998,,0.20699999999999996,,0.994,0.435,0.44773822854102274,0.10791280813536668,0.307,0.46148018805140917,0.271,0.44469850096077085,0.713,0.02,0.001,0.05,0.24691358024691357,0.21679957319670076,0.3776474421635712,0.18251991955410107,202.74575,26.723681496291174,0.4113732777815741,0.1828687202161497,83.559125,38.63813707250012,1.7949987972027037,0.1757731773370415,18.52034831047058
Credit_Approval_Classification,0.7,0.0,0.5980000000000001,0.035213633723318025,0.727,0.04001388647846034,0.692,0.04341018825626587,0.6079999999999999,0.04131182235954578,0.698,0.006324555320336729,0.7,0.0,0.02,0.0,0.5,0.282842712474619,50.0,20.0,3.0,0.0,2.0,1000.0,20.0,,0.4184294394565717,,0.07142420836081116,0.07890981246903365,142.28811194879094,1547.6855077068053,398406.9012645648,1781673.984645103,123.62774303789286,538.9627136943494,952.6893881941675,93.18733632196815,404.0041877986534,132.9875,582.2764336895862,1.5579906743180003,5.579336806459745,0.21224345887167614,82.840275,363.50522409770826,931.3,4117.411183332505,167.9154,730.5004260091267,120.225,517.7128973465384,13.85,55.74592267365249,0.005263157894736842,1.0,0.0,10.0,0.1750831958039408,917.45,4061.811580213673,0.21224345887167614,143.10436256906866,630.728937256656,1.0328430685765617,-0.2437957602259707,1.6174704878612394,0.24926209865672716,0.1455995922440853,128.95633333333333,556.9916925828569,398406.9012645646,1781660.4974501883,0.8249168041960592,201.0,9.945812807881774,3.0993483352794504,0.004975124378109453,0.010727738723023262,200261.0237000701,721568.6601775553,0.5,0.038697386035084706,201.0,10.1,0.2,10.578947368421053,8.84003387043338,10.526315789473685,7.876606862889288,8.992592592592592,3.404633482904627,0.05522648594644593,0.07642024715000864,0.030149394068224675,0.04484344694818523,0.049999999999999996,0.04362391845779248,0.0938995155094818,0.18303090632818875,1.5419091126007596,0.9065207825978616,0.05718944053833315,0.15196900543412473,0.8812908992306927,61.84239616503304,2.4089494175162054,0.8993654969199896,0.014250594315247323,0.021233371224974436,107.19963564263455,24.482484642541277,3058.0514679487314,0.6108643020548935,-0.08448363474689256,0.0,0.11562974707477032,4.6614137143760965,1.0913111803118034e-09,0.8812908992306927,0.27586206896551724,0.5845835105061097,0.8768448448448448,0.9897045135986735,0.017486134952963084,0.4978318797592544,,0.6619207603807451,,0.986,,0.976,,0.6903592990880263,0.23663170989248122,0.1499699308816772,,0.266,,0.242,,0.995112,0.455,0.4503432195468962,0.1041908233059031,0.311,0.46313442270413624,0.284,0.4511624403111894,0.738,0.02,0.001,0.05,0.24390243902439024,0.22563390044719508,0.37503979624323464,0.1939562512440534,197.50825,23.70096854634922,0.41617447361167736,0.18528452075684565,82.07875,37.435578862256854,1.8308577293440158,0.1516436164166754,18.547905683517456
steel-plates-fault,0.6532725350251124,0.00225422655344102,0.6532725350251124,0.00225422655344102,0.6868807824477927,0.12372529326366871,0.49724292889241334,0.2426788842154619,0.5404678826328311,0.08193338572554397,0.6532725350251124,0.00225422655344102,0.6532725350251124,0.00225422655344102,0.017001545595054096,0.0,0.5,0.21675864750437704,58.81818181818182,33.0,8.0,0.0,2.0,1941.0,33.0,,0.9999999999999998,,0.2157596520127454,0.20547023243904572,5996916324.814476,137048379983.2106,198811235865.58148,1095919731362.8668,,,497143.84706389136,,,106068.81368484991,414379.4570352274,91.31013692863046,313.29814087428707,2251799813685247.0,74047.08329922069,293486.9864895925,1144061.2413727243,3659538.9038684643,106447.78586589204,399935.2547696128,73644.06049393862,291615.38346194953,454.47890000022016,1629.9727744070963,0.10416666666666667,1.0,0.0,21.0,0.9999999999999996,1143606.7624727243,3658170.631346831,2251799813685247.0,123291.9455607811,435141.5343324667,,3.640263500366892,7.81297732336966,0.13399899706888355,0.21782249054512026,77825.41635994775,306580.3414526847,198811235865.5816,762373032390.8323,4.4408920985006143e-16,7.0,3.857142857142857,1.9518001458970662,0.14285714285714285,0.11490875828592284,38.39999999999999,26.95609599165115,0.5,0.5050762722761053,6.0,0.18181818181818182,0.0030911901081916537,1.0,0.0,1.0,0.0,3.230769230769231,1.9644272343292228,0.1332356597885714,0.12749517640138822,0.28125,0.17860862707794006,0.030303030303030304,0.06784078825833988,0.07774538286578882,0.13922653080349986,2.688060623033002,1.3101709978131695,0.01739964389183353,0.03290621882671976,0.9311123348674443,18.077987518468458,3.5676676488102497,1.3102577080205329,0.051505309090197154,0.03481903549712377,51.18997168477554,16.69620304305868,2490595.408029656,0.6453978896979566,-0.007461674680848773,0.0,0.01809029129483466,7.003695032782309,1.140767954116253e-11,0.9311123348674443,0.17179399957200114,0.27762266858586515,0.882004705832364,0.9725381263746524,0.035262225421393636,0.41704441361239003,,0.0,,0.7928902627511591,,0.0,,0.8287473191954309,0.3522750037611456,0.0,,0.0,,0.05924781040700666,,0.9718522800778557,0.04533745492014426,0.25200108659188725,0.11810252955114099,0.00927357032457496,0.09587651995907395,0.0592478104070067,0.23614876252668277,0.28851107676455434,0.017001545595054096,0.0005151983513652757,0.030303030303030304,0.11224489795918367,0.1323740580382904,0.2007788836001731,0.15234594045830754,356.999195002576,31.812196795703862,0.4450631454086516,0.12582708161924355,155.0,51.93508758369462,1.908442261446585,0.13126429924377045,57.201048374176025
dataset_analcatdata_creditscore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14232230186462402
total_score,0.5799687010954616,0.005840802683685804,0.4325899843505477,0.051731967663287255,0.5952660406885759,0.03305194328715663,0.575762910798122,0.021732121347696268,0.3685054773082942,0.05036025053075234,0.5799687010954616,0.005840802683685804,0.5313575899843505,0.16244221312397442,0.013908205841446454,0.0,0.25,0.23261344334797837,71.9,10.0,0.0,0.0,4.0,719.0,10.0,,0.28632906983327455,0.27644159682508407,0.06186808567703595,0.0800417038297552,112679872677.71701,507476072595.8846,6.930868495095634e+21,2.1917330607605757e+22,,,152447467425.8461,,,2299925147.2915983,7273001772.472174,136.98370270969943,146.268286082528,0.60847606287577,922780726.1460749,2918088771.2942243,360615537908.0853,1140366453541.5564,5468100884.776631,17291653116.405746,700357365.1514971,2214724308.1722617,1946866.302713091,6156785.844631264,0.0,3.0,0.0,8.0,0.3987929216051693,360613591041.7826,1140360296755.713,0.5733906679432944,26326542772.24757,83251837755.86945,,5.617635487052118,9.619808714882865,5.274452403491075e-06,6.196271523923952e-06,1041991795.4487331,3295067234.5886817,6.930868495095628e+21,2.1917330607605736e+22,0.6138808915793186,108.0,7.467889908256881,1.5727353344450643,0.009433962264150943,0.02395013331359854,3817.237518037519,5708.7597622044295,0.25,0.2324055629261321,108.0,10.8,0.1474269819193324,8.75,8.833047451062814,10.6,4.3256341860022225,6.44131455399061,1.9792752055407339,0.09511372766886697,0.09812596654735684,0.05757611711448598,0.04379422410060696,0.09999999999999999,0.057006631862867835,0.02538182048546472,0.051476801705038044,2.999990205162935,4.681111291435602e-16,0.01979653834202776,0.015513276299278147,1.5597094164371275,14.4529285881025,4.45178312516618,0.08521101367808208,0.10791649643388287,0.08521101367808209,26.799180887983486,7.159616837735263,171876446284.91345,1.0811081844961925,-0.08133159883702439,0.0,0.019945816386181266,6.638761965281871,4.596781457397252e-13,0.7798547082185637,0.29733192615307436,0.38398782443589086,0.908926433726818,0.9417528728724172,0.07891363413531294,0.8740603465669187,0.13080642703545808,0.0006569985244784584,0.0010339420062701395,0.6701365670212023,0.2784283632029754,0.3118899139508729,0.37888834835360174,0.7117537380942935,0.2976350408179335,0.13294797186932827,0.08050387429767919,0.18049402877019585,0.11232007812439991,0.17593044596167728,0.1164753234566446,0.9952665674973548,0.6147426981919333,0.4817470044237225,0.09457878789673067,0.44645340751043117,0.49747056041610394,0.46870653685674546,0.4993671441721596,0.8428372739916551,0.013908205841446454,0.0013908205841446453,0.1,0.125,0.0004628727249567773,0.21875,0.01318633727607982,352.2162726008345,17.742480246774992,0.5833722046549134,0.20610148572122486,206.3796940194715,72.14078326007417,0.4893598505554363,0.11344082818006894,11.932360410690308
heart-statlog-uci,0.7185185185185186,0.09594745297642196,0.3407407407407407,0.18043284845871715,0.8407407407407408,0.042944511434385386,0.8407407407407407,0.0429445114343854,0.5814814814814815,0.08562242412049235,0.625925925925926,0.06403112335748118,0.5777777777777777,0.04999618946004096,0.04814814814814815,0.0,0.5,0.07856742013183865,20.76923076923077,13.0,3.0,0.0,2.0,270.0,13.0,,0.738408931749481,,0.1575256398090815,0.12068846018488578,6.945217859557211,23.638082928483534,278.3801455719428,742.7174537134165,44.998661777784555,79.17267404290226,24.13772396775049,44.258075552895335,77.85016388827115,11.200000001833988,19.459016760750945,0.06803054856617491,1.873706523168476,1.1989995675047533,7.732329232128767,14.159521623586889,82.3999999853281,162.4527008160293,46.03603988581064,80.32965555964431,45.792307693224686,79.72856516001471,25.0,43.282020901678486,0.01282051282051282,1.0,0.0,7.0,0.5452477504874096,57.39999998532809,122.40525588508964,1.1989995675047533,8.43921680322033,14.980756960076096,1.0597356387540247,0.4222307664435934,0.8637179850646637,0.23480930043688855,0.19991442921684124,45.786372269957496,79.70482722399674,278.3801455719426,737.4492574687233,0.4547522495125904,46.0,6.086956521739131,1.3470310885882286,0.021739130434782608,0.041239806687629964,681.8158730158732,561.9297294362322,0.5,0.0,45.0,3.4615384615384617,0.16666666666666666,5.0,3.6742346141747673,3.75,2.3403573930647275,5.164835164835165,1.8090128447657503,0.1352309942769282,0.1257298765458822,0.10929008152173914,0.07180249555984582,0.07692307692307693,0.06973528616173176,0.03189501716113041,0.03714701763164208,1.6467194570283366,0.7676955376346029,0.08274641987316356,0.0817256493713008,0.9910760598382222,10.038572325929804,2.5390687230894944,0.7761574102782698,0.09872679377706486,0.06951440766503392,15.679559763145924,11.137445285215678,75.72778193472679,0.6869615765973234,-0.04758639996274215,0.0,0.050146591794829255,4.156427207762783,7.394145388445741e-07,0.9910760598382222,0.024390243902438935,0.44687978697513275,0.8616274266831887,0.884454234070261,0.08786212299908637,0.17185263939517711,,0.19590588033065173,,0.9851851851851852,,0.9074074074074074,,0.7198336825573356,0.3089604438650381,0.10460205703641456,,0.14814814814814814,,0.09629629629629632,,0.9673388203017833,0.34074074074074073,0.39445600261696434,0.1426206842253044,0.22592592592592592,0.41896721362315087,0.32222222222222224,0.4681954071552697,0.48518518518518516,0.04814814814814815,0.011111111111111112,0.23076923076923078,0.26,0.18156707377377537,0.3918799646954987,0.14514476481166327,63.43055555555556,5.555287064970228,0.4200693958279101,0.09911872425075136,29.078703703703702,5.090485620488736,1.4842203353408965,0.14606860820858078,6.000667572021484
mabbob_ela_as_5d_classify,0.6580357142857143,0.004312909745889698,0.5089285714285715,0.0394836284566119,0.6232142857142857,0.12813528317232062,0.3348214285714286,0.04150692166958736,0.49642857142857144,0.05054268979846139,0.6580357142857143,0.004312909745889698,0.6580357142857143,0.007350648235255015,0.04017857142857143,0.0,0.25,0.2825898734290135,24.88888888888889,45.0,0.0,0.0,4.0,1120.0,45.0,,0.35355010799592484,0.09513998650754994,0.44144164676831593,0.31693121607957825,446.1814853234381,13578.356022121563,757771.1853402336,3568454.4820226147,,,77.11289620880436,,,1.0432950340689988,3.853833518134777,52.42017684775769,188.2972098387006,0.4658614893261343,0.5669190234062154,1.7112648244291828,5784.631522804581,27208.91959546244,9.650652375353145,43.78224913727679,0.6131968485113855,1.9485977178404417,-0.3659038532352623,1.5650948322348093,0.44343434343434346,3.0,0.0,44.0,0.39309627065710384,5784.9974266578165,27208.615855605152,0.24605291494068776,183.7610866577068,860.498496864642,,2.3648130572704678,6.587226586621713,0.0010180795407341728,0.005860549050308091,0.6953635869457084,2.3673228274982083,757771.1853402335,3567291.7014793353,0.65233921957403,216.0,13.854545454545455,4.5976693790860645,0.0046296296296296285,0.009284155366959874,3602698.155096085,9850350.58705602,0.25,0.15867912074649754,218.0,4.7555555555555555,0.19553571428571428,9.347826086956522,5.7493770069790555,5.095238095238095,3.4273613815133306,12.872389791183295,4.8512720553156194,0.04024394358112978,0.08049009331836093,0.02068625004203231,0.06082469037480101,0.022222222222222227,0.019030274943495004,0.08869394654507079,0.08905011209177809,3.320961574701393,0.006098286133182217,0.005035117499626049,0.001957354902835024,1.319756114249264,39.19008749160388,4.607041925544106,0.012922420686518622,0.03367576340655043,0.011759736330932698,97.6157770087973,2.3097908108354903,928.9567675984486,0.9147852296186263,-0.04411908311458565,1.0,-0.7494639933613645,14.170430924587453,5.0365765317427134e-12,0.659878057124632,0.4289408247135412,0.39085843201097203,0.8971163666539002,0.9889717992299254,0.011770157549664359,0.24421430878694475,0.1485038734078717,3.5778770878458265e-08,5.71210318338816e-08,0.7284942356603098,0.24494237499116392,0.2060429088730976,0.24304609862061846,0.7314018915878712,0.2734035864777583,0.0805731579632691,0.07158632311562191,0.10439701979718101,0.09826068879975423,0.15770874757544553,0.11134047838418028,0.9970623405612244,0.5571428571428572,0.48096343170235656,0.08657524095067481,0.4017857142857143,0.4904780806583318,0.43392857142857144,0.49583674621489515,0.8669642857142857,0.04017857142857143,0.0017857142857142857,0.044444444444444446,0.1,0.003646210393556612,0.18,0.019240304895267412,350.24715401785716,78.52649353270772,0.5100919479129307,0.23510813961107713,179.17912946428572,94.7136864795828,1.2681307626497804,0.3754022323025451,46.25958466529846
hepatitis_c_virus_hcv_for_egyptian_patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19005203247070312
dataset_credit-g,0.7,0.0,0.619,0.05526702854726716,0.712,0.0393841479673118,0.7100000000000001,0.04216370213557838,0.607,0.039454615277134134,0.7,0.0,0.698,0.006324555320336729,0.02,0.0,0.5,0.282842712474619,50.0,20.0,3.0,0.0,2.0,1000.0,20.0,,0.4246425251402326,,0.07312931223869677,0.08092896133098403,141.0974175069807,1546.5427987878495,398406.89754204196,1781673.9638864687,123.62774303789286,538.9627136943494,952.689747214019,93.18733632196815,404.0041877986534,132.8375,582.3119770804271,1.5769722446431353,5.571317001962046,0.21999018453495353,82.840275,363.50522409770826,931.3,4117.411183332505,167.8896,730.5066490329916,119.975,517.7726709819566,13.85,55.74592267365249,0.005263157894736842,1.0,0.0,11.0,0.18032127415747307,917.45,4061.811580213673,0.21999018453495353,143.10568600736397,630.7286180737855,1.0340965506685473,-0.08076240261070647,1.6002495299092834,0.24926209865672716,0.1455995922440853,128.8706666666667,557.0122870003993,398406.8975420421,1781660.4983263747,0.8196787258425269,200.0,9.949238578680204,2.980799428610743,0.005,0.0100095431850744,85487.73173493173,157092.066310953,0.5,0.028284271247461926,199.0,9.95,0.199,11.705882352941176,7.77628370336976,9.8,8.445490855449059,9.087719298245615,3.354262953498064,0.06288691648944136,0.08025979380633314,0.0302252197265625,0.045981896576801455,0.05,0.04518011383172464,0.09396092908480401,0.18458792212254074,1.5362561099314946,0.9080355715870043,0.05718606048472965,0.1519700433115137,0.8812908992306927,62.42533265328255,2.4034294888900014,0.9009563710774794,0.014117520272186346,0.021139292305399196,107.81911839419506,24.482503781965125,3058.0485367411493,0.6108643020548935,-0.0844833734901749,0.0,0.11562958811814733,4.661415398281619,1.2966709065795264e-09,0.8812908992306927,0.27586206896551724,0.5798966362457559,0.8768368368368369,0.9879606380010569,0.021727339240622662,0.4888729551352681,,0.6619207603807451,,0.986,,0.976,,0.6878943680043512,0.23841317912062654,0.1529302260462312,,0.272,,0.269,,0.995073,0.443,0.45091990813753074,0.10413304017138952,0.309,0.46231237570795436,0.285,0.45164032036453405,0.729,0.02,0.001,0.05,0.24691358024691357,0.22544484899476322,0.37826370757180156,0.1920816758583419,194.836625,22.272868484546503,0.41546777358326026,0.18168929451306118,81.1885,37.00681952277433,1.8472457104726732,0.13836960548638336,19.494975090026855
divorce_prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16495633125305176
mabbob_ela_as_2d_classify,0.5857142857142857,0.004610694459770718,0.4169642857142857,0.029175776031315406,0.5589285714285714,0.10405606373053408,0.13392857142857142,0.04037101180431707,0.4267857142857142,0.03029288249999873,0.5857142857142857,0.004610694459770718,0.5848214285714286,0.004705770327631501,0.04017857142857143,0.0,0.2,0.23207845947446484,24.88888888888889,45.0,0.0,0.0,5.0,1120.0,45.0,,0.32907274337861475,0.06267925725938643,0.38069796341341094,0.26999451536066493,91.17222299475465,2685.5874990596035,84858.07535939197,562109.5074938432,,,9.860800025676888,,,0.7363423088203288,1.0414270853274998,57.2513105287301,177.87631837405056,0.5083819254399266,0.4127376246097932,0.5186514559064929,1523.6170509070157,9369.57939565903,2.663515636896202,14.68145025503354,-0.003183618208600415,1.4182642905183054,-0.8030697355032442,2.3439472297122923,0.3434343434343434,4.0,0.0,36.0,0.44494154961067567,1524.4201206425191,9369.281251237102,0.2009842640550667,48.86426927432395,290.42156407248297,,2.804623547228137,6.603961558747657,0.0008675297089047621,0.005006308756466351,0.05254115310278767,1.4425531309669253,84858.07535939195,561820.6965606681,0.6218162284084965,274.0,11.661818181818182,3.6415831816685555,0.003663003663003662,0.00637929186386195,614738.4827932989,1700559.2469234087,0.2,0.14442819715080363,274.0,6.022222222222222,0.24375,14.421052631578947,9.100157443532284,6.066666666666666,3.420526275297414,10.694698354661792,3.835923943513288,0.05110040045946659,0.07981484214035324,0.021293772398120296,0.04402836300967009,0.022222222222222233,0.015618930417110438,0.05871658290950478,0.07622190831336631,3.3018584678644056,0.1136232264748592,0.005966346565381498,0.0031325332453513736,1.567950832019325,40.79705226498974,4.831376355713277,0.11505804441119188,0.03843294417045107,0.018078283791051815,84.9121917181411,2.1248523986301913,221.0912677580122,1.0868206984708155,-0.02863822580445048,0.0,-0.4238702569376997,18.052839709983623,5.537895593689117e-11,0.6752796675623958,0.34803146855355616,0.42228791827065915,0.9165294267841184,0.9882237996022079,0.00976365917760218,0.24278220906443085,0.21132758320079156,1.6738922080292907e-06,4.2115968510554e-06,0.5896365988570049,0.30233592303579304,0.16533088992614992,0.2744683694333759,0.7403438966694899,0.24213114099544747,0.06953488840317698,0.0762459590132506,0.09775570480478835,0.11175047815181588,0.12494283068304224,0.12509057609294702,0.9978531568877551,0.6616071428571428,0.4954748472321171,0.10174207500134438,0.50625,0.5001842823938868,0.5580357142857143,0.4968422885288895,0.9053571428571429,0.04017857142857143,0.0008928571428571428,0.022222222222222223,0.10044642857142858,0.01625009438440801,0.18071748878923766,0.024868326143231163,298.4294642857143,62.91801555863678,0.5843461504867246,0.20556326370199876,173.61422991071427,72.09050850265133,1.4637998698763206,0.3540483228835379,48.844762563705444
mental_health_detection,0.22962962962962957,0.0781784701184571,0.11481481481481481,0.08677176983113866,0.3055555555555556,0.09082678376272939,0.3277777777777778,0.08329903272132935,0.13333333333333333,0.08179885814062936,0.2851851851851852,0.02921520880543021,0.2796296296296296,0.026835882863313783,0.027777777777777776,0.0,0.1,0.11263021896747283,36.0,15.0,0.0,0.0,10.0,540.0,15.0,,0.27025745423361425,0.15717878040188707,0.5446646527575313,0.3739651408503694,2.4980491340355284,3.2904394113197064,1625.73410430839,6285.115847634255,15.567612514879322,51.0648692975932,220.54248329197193,7.0459449350476,19.79655328576416,21.633333333333333,68.57073164328376,-1.5664912648483673,0.09999441060865259,1.0482726589883533,14.727159999999994,51.29596030784491,41.333333333333336,137.95271791796048,20.748888888888892,69.09161065033507,19.9,69.32640189711277,1.0,0.0,0.4,9.0,0.0,0.0,0.854993176188504,40.333333333333336,137.95271791796048,0.38170546270520594,11.999170156486977,39.844618114765446,,0.27500166652023,0.08607520434019335,0.16301793444650584,0.047554062475068756,20.65802469135803,69.11679013901913,1625.73410430839,6285.09560438673,0.3893177685912133,373.0,25.613941018766756,16.140379429749995,0.0026809651474530827,0.0042401161099455,4.6838703798298273e+20,3.9209546119964446e+21,0.1,0.106551642395052,372.0,24.866666666666667,0.6888888888888889,5.095890410958904,3.8048375040555786,26.571428571428573,88.78644585201599,24.636241610738256,16.18460462030937,0.012805057045646558,0.0446850175013138,0.013775399122089875,0.043318719312654505,0.06666666666666667,0.18301317358538738,0.7338650854518767,0.16230969754708632,2.0205505118846414,0.2931995860613795,0.05349675231483037,0.009572232445852931,2.4392633620608213,12.595250878736506,4.2661485483759,0.28341277894556677,0.1936653255695623,0.013904983155426405,9.433207420803283,11.851642010770119,155.65322827340475,1.6907685220556312,-0.035026876574735216,5.0,-0.2359215876739061,39.526600880333966,,0.7342914393044772,0.1334037638393316,0.1662910449890167,0.9522435236720951,0.9539814333970383,0.035120241109370176,,,,,0.28433866678280323,0.40336243900946794,0.23095753491688503,0.3917536757181832,0.916114934548882,0.23619555725950978,0.06599927865277425,0.07621339771515734,0.11325976170074477,0.13837129504393847,0.14248420500553338,0.15161491239956795,0.9917832647462277,0.7870370370370371,0.5969890886976787,0.31134539714371895,0.725925925925926,0.4464600758484451,0.7796296296296297,0.41488073241116197,0.7703703703703704,0.027777777777777776,0.001851851851851852,0.06666666666666667,0.20270270270270271,0.11716518249233139,0.3240486465280502,0.17666595374189328,130.31550925925927,22.030893742127407,0.7754430914073761,0.07968864997063164,102.26666666666667,21.172209327796594,1.0587446352185443,0.2125410935187734,9.605301141738892
